date,instrument,direction,outcome,R_result,iso_week,sample
2019-08-23,NQ1!,long,L,-1,2019-W34,in_sample
2019-08-23,Z1!,short,L,-1,2019-W34,in_sample
2019-08-23,Z1!,short,L,-1,2019-W34,in_sample
2019-08-26,ES1!,short,L,-1,2019-W35,in_sample
2019-08-27,EURUSD,long,L,-1,2019-W35,in_sample
2019-08-27,XAUUSD,long,W,1,2019-W35,in_sample
2019-08-27,XAUUSD,long,W,1,2019-W35,in_sample
2019-08-28,ES1!,short,L,-1,2019-W35,in_sample
2019-08-28,NK2251!,short,W,1,2019-W35,in_sample
2019-08-28,NQ1!,short,L,-1,2019-W35,in_sample
2019-08-29,XAUUSD,long,W,1,2019-W35,in_sample
2019-08-30,XAUUSD,short,BE,0,2019-W35,in_sample
2019-09-01,NQ1!,short,W,1,2019-W35,in_sample
2019-09-02,EURUSD,short,W,1,2019-W36,in_sample
2019-09-02,NQ1!,short,L,-1,2019-W36,in_sample
2019-09-04,ES1!,long,W,1,2019-W36,in_sample
2019-09-04,ES1!,long,W,1,2019-W36,in_sample
2019-09-04,ES1!,long,W,1,2019-W36,in_sample
2019-09-04,NK2251!,long,W,1,2019-W36,in_sample
2019-09-06,Z1!,long,W,1,2019-W36,in_sample
2019-09-09,ES1!,long,BE,0,2019-W37,in_sample
2019-09-09,XAUUSD,short,BE,0,2019-W37,in_sample
2019-09-09,Z1!,long,W,1,2019-W37,in_sample
2019-09-11,ES1!,short,L,-1,2019-W37,in_sample
2019-09-11,EURUSD,long,L,-1,2019-W37,in_sample
2019-09-13,XAUUSD,short,L,-1,2019-W37,in_sample
2019-09-17,ES1!,short,L,-1,2019-W38,in_sample
2019-09-17,NQ1!,long,L,-1,2019-W38,in_sample
2019-09-18,NK2251!,long,W,1,2019-W38,in_sample
2019-09-18,NK2251!,long,W,1,2019-W38,in_sample
2019-09-18,NQ1!,long,L,-1,2019-W38,in_sample
2019-09-18,XAUUSD,short,BE,0,2019-W38,in_sample
2019-09-18,Z1!,long,AMBIG,,2019-W38,in_sample
2019-09-19,NQ1!,long,L,-1,2019-W38,in_sample
2019-09-20,EURUSD,short,W,1,2019-W38,in_sample
2019-09-20,FDAX1!,short,L,-1,2019-W38,in_sample
2019-09-20,NQ1!,long,L,-1,2019-W38,in_sample
2019-09-20,NQ1!,long,L,-1,2019-W38,in_sample
2019-09-20,Z1!,long,L,-1,2019-W38,in_sample
2019-09-23,EURUSD,short,W,1,2019-W39,in_sample
2019-09-23,FDAX1!,short,W,1,2019-W39,in_sample
2019-09-24,ES1!,short,L,-1,2019-W39,in_sample
2019-09-24,ES1!,short,W,1,2019-W39,in_sample
2019-09-24,NQ1!,short,L,-1,2019-W39,in_sample
2019-09-24,NQ1!,short,W,1,2019-W39,in_sample
2019-09-26,FDAX1!,short,L,-1,2019-W39,in_sample
2019-09-26,NQ1!,short,W,1,2019-W39,in_sample
2019-09-26,XAUUSD,short,W,1,2019-W39,in_sample
2019-09-27,ES1!,short,BE,0,2019-W39,in_sample
2019-09-27,NK2251!,short,L,-1,2019-W39,in_sample
2019-09-27,NK2251!,short,L,-1,2019-W39,in_sample
2019-09-27,NQ1!,short,W,1,2019-W39,in_sample
2019-09-30,EURUSD,short,W,1,2019-W40,in_sample
2019-09-30,EURUSD,short,W,1,2019-W40,in_sample
2019-09-30,NK2251!,short,L,-1,2019-W40,in_sample
2019-10-02,EURUSD,short,W,1,2019-W40,in_sample
2019-10-02,XAUUSD,short,L,-1,2019-W40,in_sample
2019-10-03,XAUUSD,short,L,-1,2019-W40,in_sample
2019-10-07,EURUSD,long,L,-1,2019-W41,in_sample
2019-10-07,FDAX1!,short,L,-1,2019-W41,in_sample
2019-10-08,ES1!,short,W,1,2019-W41,in_sample
2019-10-08,NQ1!,short,W,1,2019-W41,in_sample
2019-10-08,NQ1!,short,L,-1,2019-W41,in_sample
2019-10-09,ES1!,short,L,-1,2019-W41,in_sample
2019-10-09,NK2251!,short,L,-1,2019-W41,in_sample
2019-10-09,NK2251!,short,W,1,2019-W41,in_sample
2019-10-09,NQ1!,short,L,-1,2019-W41,in_sample
2019-10-09,Z1!,short,W,1,2019-W41,in_sample
2019-10-10,FDAX1!,long,W,1,2019-W41,in_sample
2019-10-10,FDAX1!,long,BE,0,2019-W41,in_sample
2019-10-10,NQ1!,short,L,-1,2019-W41,in_sample
2019-10-10,Z1!,short,L,-1,2019-W41,in_sample
2019-10-10,Z1!,short,L,-1,2019-W41,in_sample
2019-10-14,ES1!,long,W,1,2019-W42,in_sample
2019-10-15,ES1!,long,W,1,2019-W42,in_sample
2019-10-15,EURUSD,long,W,1,2019-W42,in_sample
2019-10-15,EURUSD,long,L,-1,2019-W42,in_sample
2019-10-15,FDAX1!,long,W,1,2019-W42,in_sample
2019-10-15,Z1!,long,L,-1,2019-W42,in_sample
2019-10-16,EURUSD,long,W,1,2019-W42,in_sample
2019-10-16,XAUUSD,short,L,-1,2019-W42,in_sample
2019-10-17,ES1!,long,BE,0,2019-W42,in_sample
2019-10-17,NK2251!,long,W,1,2019-W42,in_sample
2019-10-17,NQ1!,long,W,1,2019-W42,in_sample
2019-10-21,XAUUSD,long,L,-1,2019-W43,in_sample
2019-10-22,EURUSD,long,L,-1,2019-W43,in_sample
2019-10-22,Z1!,long,W,1,2019-W43,in_sample
2019-10-23,ES1!,long,W,1,2019-W43,in_sample
2019-10-23,Z1!,long,BE,0,2019-W43,in_sample
2019-10-24,ES1!,long,L,-1,2019-W43,in_sample
2019-10-24,XAUUSD,short,L,-1,2019-W43,in_sample
2019-10-25,FDAX1!,long,W,1,2019-W43,in_sample
2019-10-27,NK2251!,long,BE,0,2019-W43,in_sample
2019-10-28,FDAX1!,long,W,1,2019-W44,in_sample
2019-10-28,Z1!,long,BE,0,2019-W44,in_sample
2019-10-29,EURUSD,short,L,-1,2019-W44,in_sample
2019-10-30,NQ1!,long,W,1,2019-W44,in_sample
2019-10-31,NK2251!,short,W,1,2019-W44,in_sample
2019-10-31,NQ1!,long,W,1,2019-W44,in_sample
2019-10-31,Z1!,short,AMBIG,,2019-W44,in_sample
2019-11-01,EURUSD,long,L,-1,2019-W44,in_sample
2019-11-01,NQ1!,long,W,1,2019-W44,in_sample
2019-11-04,EURUSD,long,L,-1,2019-W45,in_sample
2019-11-04,EURUSD,long,L,-1,2019-W45,in_sample
2019-11-06,EURUSD,short,BE,0,2019-W45,in_sample
2019-11-07,NQ1!,long,W,1,2019-W45,in_sample
2019-11-07,XAUUSD,short,W,1,2019-W45,in_sample
2019-11-07,XAUUSD,short,W,1,2019-W45,in_sample
2019-11-11,NQ1!,long,L,-1,2019-W46,in_sample
2019-11-12,ES1!,long,W,1,2019-W46,in_sample
2019-11-12,ES1!,long,BE,0,2019-W46,in_sample
2019-11-12,FDAX1!,long,W,1,2019-W46,in_sample
2019-11-12,FDAX1!,long,BE,0,2019-W46,in_sample
2019-11-12,NQ1!,long,BE,0,2019-W46,in_sample
2019-11-12,NQ1!,long,W,1,2019-W46,in_sample
2019-11-12,NQ1!,long,W,1,2019-W46,in_sample
2019-11-13,NK2251!,long,L,-1,2019-W46,in_sample
2019-11-13,Z1!,short,L,-1,2019-W46,in_sample
2019-11-14,FDAX1!,short,W,1,2019-W46,in_sample
2019-11-14,NQ1!,long,L,-1,2019-W46,in_sample
2019-11-14,Z1!,short,L,-1,2019-W46,in_sample
2019-11-14,Z1!,short,BE,0,2019-W46,in_sample
2019-11-15,ES1!,long,W,1,2019-W46,in_sample
2019-11-15,Z1!,short,BE,0,2019-W46,in_sample
2019-11-18,NK2251!,short,W,1,2019-W47,in_sample
2019-11-19,ES1!,long,W,1,2019-W47,in_sample
2019-11-19,NQ1!,long,W,1,2019-W47,in_sample
2019-11-20,NK2251!,short,W,1,2019-W47,in_sample
2019-11-22,NK2251!,short,L,-1,2019-W47,in_sample
2019-11-28,FDAX1!,short,W,1,2019-W48,in_sample
2019-11-29,EURUSD,short,L,-1,2019-W48,in_sample
2019-11-29,EURUSD,short,W,1,2019-W48,in_sample
2019-11-29,FDAX1!,short,W,1,2019-W48,in_sample
2019-11-29,XAUUSD,long,L,-1,2019-W48,in_sample
2019-11-29,XAUUSD,long,W,1,2019-W48,in_sample
2019-12-02,NQ1!,long,L,-1,2019-W49,in_sample
2019-12-03,XAUUSD,long,BE,0,2019-W49,in_sample
2019-12-04,NK2251!,long,W,1,2019-W49,in_sample
2019-12-05,NK2251!,long,L,-1,2019-W49,in_sample
2019-12-06,NK2251!,long,W,1,2019-W49,in_sample
2019-12-09,FDAX1!,short,W,1,2019-W50,in_sample
2019-12-09,FDAX1!,short,W,1,2019-W50,in_sample
2019-12-11,ES1!,long,W,1,2019-W50,in_sample
2019-12-11,ES1!,long,W,1,2019-W50,in_sample
2019-12-11,NQ1!,long,BE,0,2019-W50,in_sample
2019-12-12,ES1!,long,W,1,2019-W50,in_sample
2019-12-12,NK2251!,long,BE,0,2019-W50,in_sample
2019-12-12,NK2251!,long,W,1,2019-W50,in_sample
2019-12-12,XAUUSD,short,W,1,2019-W50,in_sample
2019-12-13,XAUUSD,long,W,1,2019-W50,in_sample
2019-12-13,XAUUSD,long,W,1,2019-W50,in_sample
2019-12-15,NQ1!,long,W,1,2019-W50,in_sample
2019-12-16,NQ1!,long,BE,0,2019-W51,in_sample
2019-12-16,XAUUSD,long,L,-1,2019-W51,in_sample
2019-12-17,EURUSD,long,L,-1,2019-W51,in_sample
2019-12-17,XAUUSD,long,W,1,2019-W51,in_sample
2019-12-18,NK2251!,long,L,-1,2019-W51,in_sample
2019-12-18,XAUUSD,long,L,-1,2019-W51,in_sample
2019-12-18,Z1!,long,BE,0,2019-W51,in_sample
2019-12-18,Z1!,long,BE,0,2019-W51,in_sample
2019-12-19,ES1!,long,W,1,2019-W51,in_sample
2019-12-20,Z1!,long,L,-1,2019-W51,in_sample
2019-12-23,NK2251!,long,L,-1,2019-W52,in_sample
2019-12-23,Z1!,long,BE,0,2019-W52,in_sample
2019-12-24,EURUSD,short,W,1,2019-W52,in_sample
2019-12-24,EURUSD,short,W,1,2019-W52,in_sample
2019-12-26,NQ1!,long,W,1,2019-W52,in_sample
2019-12-26,NQ1!,long,W,1,2019-W52,in_sample
2019-12-27,XAUUSD,long,W,1,2019-W52,in_sample
2020-01-06,EURUSD,long,L,-1,2020-W02,in_sample
2020-01-06,Z1!,short,W,1,2020-W02,in_sample
2020-01-07,NQ1!,long,L,-1,2020-W02,in_sample
2020-01-07,XAUUSD,long,W,1,2020-W02,in_sample
2020-01-13,FDAX1!,long,L,-1,2020-W03,in_sample
2020-01-13,NQ1!,long,AMBIG,,2020-W03,in_sample
2020-01-13,XAUUSD,short,W,1,2020-W03,in_sample
2020-01-15,ES1!,long,BE,0,2020-W03,in_sample
2020-01-15,EURUSD,long,L,-1,2020-W03,in_sample
2020-01-16,FDAX1!,long,W,1,2020-W03,in_sample
2020-01-16,FDAX1!,long,W,1,2020-W03,in_sample
2020-01-16,FDAX1!,long,L,-1,2020-W03,in_sample
2020-01-16,NQ1!,long,W,1,2020-W03,in_sample
2020-01-16,XAUUSD,short,W,1,2020-W03,in_sample
2020-01-16,XAUUSD,short,L,-1,2020-W03,in_sample
2020-01-17,Z1!,long,W,1,2020-W03,in_sample
2020-01-23,NQ1!,long,W,1,2020-W04,in_sample
2020-01-29,NK2251!,short,W,1,2020-W05,in_sample
2020-01-29,XAUUSD,long,W,1,2020-W05,in_sample
2020-01-29,XAUUSD,long,W,1,2020-W05,in_sample
2020-01-30,NQ1!,short,L,-1,2020-W05,in_sample
2020-01-30,XAUUSD,long,L,-1,2020-W05,in_sample
2020-01-30,Z1!,short,W,1,2020-W05,in_sample
2020-01-31,FDAX1!,short,W,1,2020-W05,in_sample
2020-01-31,XAUUSD,long,BE,0,2020-W05,in_sample
2020-02-03,ES1!,short,L,-1,2020-W06,in_sample
2020-02-03,FDAX1!,short,L,-1,2020-W06,in_sample
2020-02-03,NQ1!,short,L,-1,2020-W06,in_sample
2020-02-06,NQ1!,long,BE,0,2020-W06,in_sample
2020-02-07,XAUUSD,long,BE,0,2020-W06,in_sample
2020-02-10,ES1!,long,W,1,2020-W07,in_sample
2020-02-10,EURUSD,short,W,1,2020-W07,in_sample
2020-02-10,NQ1!,long,W,1,2020-W07,in_sample
2020-02-11,ES1!,long,W,1,2020-W07,in_sample
2020-02-12,XAUUSD,long,W,1,2020-W07,in_sample
2020-02-12,XAUUSD,long,W,1,2020-W07,in_sample
2020-02-12,Z1!,long,BE,0,2020-W07,in_sample
2020-02-13,EURUSD,long,W,1,2020-W07,in_sample
2020-02-14,FDAX1!,long,BE,0,2020-W07,in_sample
2020-02-17,FDAX1!,long,L,-1,2020-W08,in_sample
2020-02-18,EURUSD,short,BE,0,2020-W08,in_sample
2020-02-20,NK2251!,short,W,1,2020-W08,in_sample
2020-02-21,NK2251!,short,W,1,2020-W08,in_sample
2020-02-21,NK2251!,short,W,1,2020-W08,in_sample
2020-03-04,ES1!,long,W,1,2020-W10,in_sample
2020-03-04,FDAX1!,long,BE,0,2020-W10,in_sample
2020-03-04,NQ1!,long,L,-1,2020-W10,in_sample
2020-03-05,EURUSD,long,W,1,2020-W10,in_sample
2020-03-11,FDAX1!,short,W,1,2020-W11,in_sample
2020-03-11,Z1!,short,W,1,2020-W11,in_sample
2020-03-15,NK2251!,short,W,1,2020-W11,in_sample
2020-03-16,FDAX1!,short,W,1,2020-W12,in_sample
2020-03-17,ES1!,short,BE,0,2020-W12,in_sample
2020-03-17,EURUSD,short,W,1,2020-W12,in_sample
2020-03-17,NK2251!,short,L,-1,2020-W12,in_sample
2020-03-17,NQ1!,short,W,1,2020-W12,in_sample
2020-03-18,FDAX1!,short,BE,0,2020-W12,in_sample
2020-03-18,FDAX1!,short,BE,0,2020-W12,in_sample
2020-03-18,NK2251!,short,L,-1,2020-W12,in_sample
2020-03-18,NK2251!,short,L,-1,2020-W12,in_sample
2020-03-18,Z1!,short,BE,0,2020-W12,in_sample
2020-03-18,Z1!,short,W,1,2020-W12,in_sample
2020-03-24,FDAX1!,long,BE,0,2020-W13,in_sample
2020-03-25,EURUSD,long,L,-1,2020-W13,in_sample
2020-03-25,EURUSD,long,W,1,2020-W13,in_sample
2020-03-26,FDAX1!,long,L,-1,2020-W13,in_sample
2020-03-30,NK2251!,long,L,-1,2020-W14,in_sample
2020-03-31,FDAX1!,long,L,-1,2020-W14,in_sample
2020-04-01,EURUSD,short,W,1,2020-W14,in_sample
2020-04-03,FDAX1!,short,L,-1,2020-W14,in_sample
2020-04-03,NK2251!,short,L,-1,2020-W14,in_sample
2020-04-03,NQ1!,short,L,-1,2020-W14,in_sample
2020-04-06,Z1!,long,W,1,2020-W15,in_sample
2020-04-07,Z1!,long,BE,0,2020-W15,in_sample
2020-04-07,Z1!,long,W,1,2020-W15,in_sample
2020-04-08,EURUSD,short,L,-1,2020-W15,in_sample
2020-04-08,XAUUSD,long,W,1,2020-W15,in_sample
2020-04-09,Z1!,long,W,1,2020-W15,in_sample
2020-04-09,Z1!,long,BE,0,2020-W15,in_sample
2020-04-13,NQ1!,long,W,1,2020-W16,in_sample
2020-04-13,NQ1!,long,W,1,2020-W16,in_sample
2020-04-16,ES1!,long,W,1,2020-W16,in_sample
2020-04-17,FDAX1!,long,W,1,2020-W16,in_sample
2020-04-17,NK2251!,long,BE,0,2020-W16,in_sample
2020-04-17,Z1!,long,W,1,2020-W16,in_sample
2020-04-20,EURUSD,short,L,-1,2020-W17,in_sample
2020-04-20,NQ1!,long,L,-1,2020-W17,in_sample
2020-04-22,FDAX1!,long,W,1,2020-W17,in_sample
2020-04-23,Z1!,long,L,-1,2020-W17,in_sample
2020-04-24,NK2251!,long,W,1,2020-W17,in_sample
2020-04-27,FDAX1!,long,W,1,2020-W18,in_sample
2020-04-27,FDAX1!,long,W,1,2020-W18,in_sample
2020-04-27,Z1!,long,W,1,2020-W18,in_sample
2020-04-27,Z1!,long,W,1,2020-W18,in_sample
2020-04-27,Z1!,long,W,1,2020-W18,in_sample
2020-04-28,FDAX1!,long,BE,0,2020-W18,in_sample
2020-04-28,Z1!,long,W,1,2020-W18,in_sample
2020-04-29,XAUUSD,short,L,-1,2020-W18,in_sample
2020-05-05,FDAX1!,long,W,1,2020-W19,in_sample
2020-05-05,XAUUSD,short,W,1,2020-W19,in_sample
2020-05-06,FDAX1!,long,L,-1,2020-W19,in_sample
2020-05-06,XAUUSD,short,W,1,2020-W19,in_sample
2020-05-06,XAUUSD,short,L,-1,2020-W19,in_sample
2020-05-06,Z1!,long,W,1,2020-W19,in_sample
2020-05-07,ES1!,long,L,-1,2020-W19,in_sample
2020-05-07,FDAX1!,long,W,1,2020-W19,in_sample
2020-05-07,Z1!,long,L,-1,2020-W19,in_sample
2020-05-08,ES1!,long,L,-1,2020-W19,in_sample
2020-05-08,FDAX1!,long,W,1,2020-W19,in_sample
2020-05-08,FDAX1!,long,W,1,2020-W19,in_sample
2020-05-12,ES1!,long,L,-1,2020-W20,in_sample
2020-05-12,XAUUSD,long,W,1,2020-W20,in_sample
2020-05-12,XAUUSD,long,L,-1,2020-W20,in_sample
2020-05-12,Z1!,long,L,-1,2020-W20,in_sample
2020-05-12,Z1!,long,L,-1,2020-W20,in_sample
2020-05-13,XAUUSD,long,W,1,2020-W20,in_sample
2020-05-13,XAUUSD,long,W,1,2020-W20,in_sample
2020-05-13,Z1!,long,L,-1,2020-W20,in_sample
2020-05-14,XAUUSD,long,W,1,2020-W20,in_sample
2020-05-14,XAUUSD,long,W,1,2020-W20,in_sample
2020-05-18,EURUSD,short,L,-1,2020-W21,in_sample
2020-05-19,XAUUSD,long,W,1,2020-W21,in_sample
2020-05-20,FDAX1!,long,BE,0,2020-W21,in_sample
2020-05-20,FDAX1!,long,W,1,2020-W21,in_sample
2020-05-20,XAUUSD,long,L,-1,2020-W21,in_sample
2020-05-21,NK2251!,long,L,-1,2020-W21,in_sample
2020-05-21,Z1!,long,L,-1,2020-W21,in_sample
2020-05-22,FDAX1!,long,L,-1,2020-W21,in_sample
2020-05-22,Z1!,long,L,-1,2020-W21,in_sample
2020-05-26,XAUUSD,short,BE,0,2020-W22,in_sample
2020-05-29,NQ1!,short,L,-1,2020-W22,in_sample
2020-06-01,XAUUSD,long,BE,0,2020-W23,in_sample
2020-06-02,ES1!,long,BE,0,2020-W23,in_sample
2020-06-02,XAUUSD,long,BE,0,2020-W23,in_sample
2020-06-02,Z1!,long,W,1,2020-W23,in_sample
2020-06-05,FDAX1!,long,W,1,2020-W23,in_sample
2020-06-05,NK2251!,long,W,1,2020-W23,in_sample
2020-06-05,Z1!,long,W,1,2020-W23,in_sample
2020-06-14,NK2251!,short,W,1,2020-W24,in_sample
2020-06-17,EURUSD,short,BE,0,2020-W25,in_sample
2020-06-17,NK2251!,long,BE,0,2020-W25,in_sample
2020-06-17,XAUUSD,short,L,-1,2020-W25,in_sample
2020-06-17,XAUUSD,short,W,1,2020-W25,in_sample
2020-06-17,XAUUSD,short,L,-1,2020-W25,in_sample
2020-06-17,Z1!,short,W,1,2020-W25,in_sample
2020-06-18,NQ1!,long,BE,0,2020-W25,in_sample
2020-06-18,NQ1!,long,W,1,2020-W25,in_sample
2020-06-23,NK2251!,short,L,-1,2020-W26,in_sample
2020-06-24,Z1!,short,W,1,2020-W26,in_sample
2020-06-25,NQ1!,long,W,1,2020-W26,in_sample
2020-06-25,Z1!,short,W,1,2020-W26,in_sample
2020-06-25,Z1!,short,W,1,2020-W26,in_sample
2020-06-30,Z1!,short,W,1,2020-W27,in_sample
2020-07-01,EURUSD,short,L,-1,2020-W27,in_sample
2020-07-01,NK2251!,short,L,-1,2020-W27,in_sample
2020-07-01,NK2251!,short,L,-1,2020-W27,in_sample
2020-07-01,NK2251!,short,L,-1,2020-W27,in_sample
2020-07-01,XAUUSD,long,L,-1,2020-W27,in_sample
2020-07-01,Z1!,short,W,1,2020-W27,in_sample
2020-07-02,NK2251!,short,W,1,2020-W27,in_sample
2020-07-02,XAUUSD,long,L,-1,2020-W27,in_sample
2020-07-03,EURUSD,long,L,-1,2020-W27,in_sample
2020-07-09,Z1!,long,L,-1,2020-W28,in_sample
2020-07-10,NK2251!,long,W,1,2020-W28,in_sample
2020-07-10,XAUUSD,long,L,-1,2020-W28,in_sample
2020-07-14,ES1!,long,L,-1,2020-W29,in_sample
2020-07-14,NK2251!,long,W,1,2020-W29,in_sample
2020-07-14,NQ1!,short,W,1,2020-W29,in_sample
2020-07-14,XAUUSD,long,L,-1,2020-W29,in_sample
2020-07-15,Z1!,short,L,-1,2020-W29,in_sample
2020-07-16,ES1!,long,W,1,2020-W29,in_sample
2020-07-16,XAUUSD,long,L,-1,2020-W29,in_sample
2020-07-17,ES1!,long,W,1,2020-W29,in_sample
2020-07-17,FDAX1!,long,L,-1,2020-W29,in_sample
2020-07-17,FDAX1!,long,L,-1,2020-W29,in_sample
2020-07-17,NQ1!,long,W,1,2020-W29,in_sample
2020-07-17,Z1!,long,L,-1,2020-W29,in_sample
2020-07-17,Z1!,long,L,-1,2020-W29,in_sample
2020-07-17,Z1!,long,L,-1,2020-W29,in_sample
2020-07-20,ES1!,long,W,1,2020-W30,in_sample
2020-07-20,FDAX1!,long,BE,0,2020-W30,in_sample
2020-07-20,NQ1!,long,W,1,2020-W30,in_sample
2020-07-20,XAUUSD,long,W,1,2020-W30,in_sample
2020-07-20,XAUUSD,long,W,1,2020-W30,in_sample
2020-07-21,Z1!,long,W,1,2020-W30,in_sample
2020-07-22,NQ1!,long,L,-1,2020-W30,in_sample
2020-07-23,ES1!,long,BE,0,2020-W30,in_sample
2020-07-27,ES1!,short,L,-1,2020-W31,in_sample
2020-07-27,Z1!,long,W,1,2020-W31,in_sample
2020-07-28,NK2251!,short,W,1,2020-W31,in_sample
2020-07-28,Z1!,long,W,1,2020-W31,in_sample
2020-07-29,XAUUSD,long,L,-1,2020-W31,in_sample
2020-07-29,XAUUSD,long,L,-1,2020-W31,in_sample
2020-07-29,XAUUSD,long,L,-1,2020-W31,in_sample
2020-07-29,Z1!,long,L,-1,2020-W31,in_sample
2020-07-29,Z1!,long,L,-1,2020-W31,in_sample
2020-07-31,FDAX1!,short,W,1,2020-W31,in_sample
2020-07-31,XAUUSD,long,BE,0,2020-W31,in_sample
2020-08-04,ES1!,long,BE,0,2020-W32,in_sample
2020-08-04,EURUSD,long,W,1,2020-W32,in_sample
2020-08-04,EURUSD,long,W,1,2020-W32,in_sample
2020-08-04,NQ1!,long,BE,0,2020-W32,in_sample
2020-08-05,EURUSD,long,W,1,2020-W32,in_sample
2020-08-05,FDAX1!,long,W,1,2020-W32,in_sample
2020-08-06,FDAX1!,long,BE,0,2020-W32,in_sample
2020-08-07,Z1!,short,L,-1,2020-W32,in_sample
2020-08-10,EURUSD,long,L,-1,2020-W33,in_sample
2020-08-10,FDAX1!,short,L,-1,2020-W33,in_sample
2020-08-10,XAUUSD,long,W,1,2020-W33,in_sample
2020-08-10,XAUUSD,long,L,-1,2020-W33,in_sample
2020-08-12,XAUUSD,short,L,-1,2020-W33,in_sample
2020-08-13,ES1!,long,L,-1,2020-W33,in_sample
2020-08-13,NQ1!,long,W,1,2020-W33,in_sample
2020-08-13,XAUUSD,short,L,-1,2020-W33,in_sample
2020-08-16,EURUSD,long,BE,0,2020-W33,in_sample
2020-08-17,ES1!,long,BE,0,2020-W34,in_sample
2020-08-17,ES1!,long,BE,0,2020-W34,in_sample
2020-08-17,XAUUSD,long,W,1,2020-W34,in_sample
2020-08-17,Z1!,long,L,-1,2020-W34,in_sample
2020-08-18,FDAX1!,short,W,1,2020-W34,in_sample
2020-08-18,Z1!,long,L,-1,2020-W34,in_sample
2020-08-20,EURUSD,long,L,-1,2020-W34,in_sample
2020-08-26,ES1!,long,BE,0,2020-W35,in_sample
2020-08-26,EURUSD,short,L,-1,2020-W35,in_sample
2020-08-26,EURUSD,short,W,1,2020-W35,in_sample
2020-08-26,EURUSD,short,L,-1,2020-W35,in_sample
2020-08-26,FDAX1!,long,W,1,2020-W35,in_sample
2020-08-26,NK2251!,long,L,-1,2020-W35,in_sample
2020-08-27,EURUSD,short,L,-1,2020-W35,in_sample
2020-08-27,EURUSD,short,L,-1,2020-W35,in_sample
2020-08-27,XAUUSD,short,L,-1,2020-W35,in_sample
2020-08-27,Z1!,short,W,1,2020-W35,in_sample
2020-08-28,Z1!,short,W,1,2020-W35,in_sample
2020-09-01,ES1!,long,W,1,2020-W36,in_sample
2020-09-01,Z1!,short,W,1,2020-W36,in_sample
2020-09-03,XAUUSD,long,L,-1,2020-W36,in_sample
2020-09-04,EURUSD,long,L,-1,2020-W36,in_sample
2020-09-04,XAUUSD,long,L,-1,2020-W36,in_sample
2020-09-04,XAUUSD,long,L,-1,2020-W36,in_sample
2020-09-08,NQ1!,short,W,1,2020-W37,in_sample
2020-09-09,NK2251!,short,L,-1,2020-W37,in_sample
2020-09-09,XAUUSD,short,L,-1,2020-W37,in_sample
2020-09-10,ES1!,short,L,-1,2020-W37,in_sample
2020-09-10,FDAX1!,short,W,1,2020-W37,in_sample
2020-09-10,FDAX1!,short,W,1,2020-W37,in_sample
2020-09-10,XAUUSD,short,L,-1,2020-W37,in_sample
2020-09-10,XAUUSD,short,AMBIG,,2020-W37,in_sample
2020-09-11,XAUUSD,short,L,-1,2020-W37,in_sample
2020-09-11,Z1!,long,BE,0,2020-W37,in_sample
2020-09-13,XAUUSD,short,L,-1,2020-W37,in_sample
2020-09-14,EURUSD,long,L,-1,2020-W38,in_sample
2020-09-15,EURUSD,long,L,-1,2020-W38,in_sample
2020-09-15,Z1!,long,W,1,2020-W38,in_sample
2020-09-16,FDAX1!,long,L,-1,2020-W38,in_sample
2020-09-17,XAUUSD,short,L,-1,2020-W38,in_sample
2020-09-18,ES1!,short,BE,0,2020-W38,in_sample
2020-09-18,ES1!,short,BE,0,2020-W38,in_sample
2020-09-18,FDAX1!,short,L,-1,2020-W38,in_sample
2020-09-18,FDAX1!,short,W,1,2020-W38,in_sample
2020-09-18,NK2251!,short,W,1,2020-W38,in_sample
2020-09-21,FDAX1!,short,BE,0,2020-W39,in_sample
2020-09-21,XAUUSD,short,W,1,2020-W39,in_sample
2020-09-24,Z1!,short,BE,0,2020-W39,in_sample
2020-09-25,ES1!,short,L,-1,2020-W39,in_sample
2020-09-25,EURUSD,short,L,-1,2020-W39,in_sample
2020-09-25,EURUSD,short,W,1,2020-W39,in_sample
2020-09-25,NQ1!,long,W,1,2020-W39,in_sample
2020-09-25,XAUUSD,long,L,-1,2020-W39,in_sample
2020-09-25,Z1!,short,BE,0,2020-W39,in_sample
2020-09-29,Z1!,short,W,1,2020-W40,in_sample
2020-09-30,Z1!,short,L,-1,2020-W40,in_sample
2020-09-30,Z1!,short,L,-1,2020-W40,in_sample
2020-10-02,Z1!,short,L,-1,2020-W40,in_sample
2020-10-04,ES1!,long,W,1,2020-W40,in_sample
2020-10-05,ES1!,long,W,1,2020-W41,in_sample
2020-10-05,EURUSD,long,W,1,2020-W41,in_sample
2020-10-05,EURUSD,long,W,1,2020-W41,in_sample
2020-10-05,NK2251!,long,L,-1,2020-W41,in_sample
2020-10-05,NQ1!,long,W,1,2020-W41,in_sample
2020-10-05,NQ1!,long,W,1,2020-W41,in_sample
2020-10-06,FDAX1!,short,W,1,2020-W41,in_sample
2020-10-06,NQ1!,long,L,-1,2020-W41,in_sample
2020-10-06,NQ1!,long,L,-1,2020-W41,in_sample
2020-10-07,NK2251!,long,W,1,2020-W41,in_sample
2020-10-08,EURUSD,short,W,1,2020-W41,in_sample
2020-10-12,FDAX1!,long,W,1,2020-W42,in_sample
2020-10-14,NK2251!,long,L,-1,2020-W42,in_sample
